Tutorial_Boost_05|실드 부스트|Shield Boost|防御增益|シールドブースター|Aumento del escudo|6|
Tutorial_Boost_Script_01|프리쉬가 빠른 속도로 시계를 한바퀴 질주합니다.|Freesh swims a fast lap of clock.|鱼已高速围绕时钟转一圈|フリッシュが急速で1回疾走します|Freesh nada y rompe el record del reloj|6|
Tutorial_Boost_Script_02|장애물들이 모두 ‘코인’으로 변합니다.|All objects turn into 'Coins'.|将障碍物全部变成“金币”|障害物がコインに代わります|"Todos los objetos se convierten \nen ""monedas""."|17|\n
Tutorial_Boost_Script_03|획득되는 점수가 6배가 됩니다.|Acquiring score becomes sextuple (x6).|获得分数变为6倍|スコアが6倍になります|La puntuación de adquisición \nse convierte en sextuple (x6).|23|\n
Tutorial_Boost_Script_04|타이몬의 속도가 느려집니다.|Timon's speed becomes decreased.|泰门速度下降|タイモンのスピードが遅くなります|La velocidad de Timón se reduce.|0|
Tutorial_Boost_Script_05|방어막이 생겨나 한 번의 충돌을 견뎌냅니다.|A shield creates to protect from a clash.|生成防御膜体抗一次冲突|一回の衝突から耐えます|Un escudo creado para proteger de un choque.|3|
AchievementName01|북극해 횡단|Crossing the Arctic Ocean|穿越北极海|北極海横断|Atravesando el Océano Ártico|3|
AchievementName02|남극해 횡단|Crossing the Antarctic Ocean|穿越南极海|南極海横断|Atravesando el Océano Antártico|3|
AchievementName03|인도양 횡단|Crossing the Indian Ocean|穿越印度洋|インド洋横断|Atravesando el Océano Índico|3|
AchievementName04|대서양 횡단|Crossing the Atlantic Ocean|穿越大西洋|大西洋横断|Atravesando el Océano Atlántico|4|
AchievementName05|태평양 횡단|Crossing the Pacific Ocean|穿越太平洋|太平洋横断|Atravesando el Océano Pacífico|4|
AchievementName06|세계일주|Swimming around the world|世界一周|世界一周|Nadando alrededor del mundo|2|
AchievementName07|심해어|Abyssal Fish|深海鱼|深海魚|Pez abisal |-1|
AchievementName08|조율|Tuning|调律|調律|Sintonización|7|
AchievementName09|콤보 물고기|Combo fish|连击鱼|コンボフィッシュ|Combo de pescado |7|
AchievementName10|위대한 시작|Great Start|伟大的开始|偉大な始まり|Gran comienzo|2|
AchievementName11|타이몬|Timon, the six-eyed monster|泰门|タイモン|Timon el monstruo de seis ojos |4|
AchievementName12|하늘 높이|Sky High|天空高度|空に届くまで|Cielo alto|2|
AchievementName13|노력가|Hard worker|努力的人|努力家|Gran trabajador|4|
AchievementName14|전도유망|Promising Freesh|前程似锦|前途有望|Freesh prometedor|1|
AchievementName15|다시 쓰인 역사|Rewriting History|重写的历史|書き直した歴史|Reescribiendo historia|5|
AchievementName16|홍해에서|The Red Sea|在红海|紅海で|El mar rojo|0|
AchievementName17|황해에서|The Yellow Sea|在黄海|黄海で|El mar amarillo|1|
AchievementName18|청해에서|The Blue Sea|在青海|青海で|El mar azul|-1|
AchievementName19|뿌리 깊은 나무|Deep-rooted|深根树|根深い木|Profundamente \narraigado|14|\n
AchievementName20|배고파 죽다|Die of hunger|饿死|腹減って死にそう|Muerto de hambre|3|
AchievementName21|점프점프|Jump Jump|跳跃|ジャンプジャンプ|Salta Salta|2|
AchievementName22|죽음 따위|No fear of death|死亡算什么|死なんか|Sin miedo a la muerte|5|
AchievementName23|더욱 더 높이|Excelsior|更上一层楼|もっと高く|Ser positivo|3|
AchievementName24|운명적 재회|Fateful Encounter|命运般的再会|運命的再会|Fatídico encuentro|1|
AchievementName25|왕관 물고기|Crown fish|王冠鱼|クラウンフィッシュ|Peces de corona|5|
AchievementName26|바다소풍|Picnic to Ocean|海洋道具|海に遠足|Picnic al océano|1|
AchievementName27|해적|Pirate|海贼|海賊|Pirata|0|
AchievementName28|999|999|999|999|999|0|
AchievementName29|멋쟁이|Stylish Freesh|帅哥|おしゃれ|Freesh con estilo|3|
AchievementName30|패션리더|Fashionista|潮人|ファッションリーダー|Fashionista|0|
AchievementName31|골라먹는 재미|Pick Whatever You Want|吃货乐趣|選べる楽しみ|Toma lo que quieras|-3|
AchievementDesc01|최고 점수 2,000점 달성|Reaches best score: 2,000|达成最高分2,000分|最高スコア2,000点達成|Alcanzó la mejor puntuación: 2,000|9|
AchievementDesc02|최고 점수 5,000점 달성|Reaches best score: 5,000|达成最高分5,000分|最高スコア5,000点達成|Alcanzó la mejor puntuación: 5,000|9|
AchievementDesc03|최고 점수 10,000점 달성|Reaches best score: 10,000|达成最高分10,000分|最高スコア10,000点達成|Alcanzó la mejor puntuación: 10,000|9|
AchievementDesc04|최고 점수 20,000점 달성|Reaches best score: 20,000|达成最高分20,000分|最高スコア20,000点達成|Alcanzó la mejor puntuación: 20,000|9|
AchievementDesc05|최고 점수 30,000점 달성|Reaches best score: 30,000|达成最高分30,000分|最高スコア30,000点達成|Alcanzó la mejor puntuación: 30,000|9|
AchievementDesc06|최고 점수 50,000점 달성|Reaches best score: 50,000|达成最高分50,000分|最高スコア50,000点達成|Alcanzó la mejor puntuación: 50,000|9|
AchievementDesc07|크레딧 화면에 무언가 있을지도.|Something consealed in credit screen..|信用界面中或许会有什么|クレジット画面に何か。。|Algo escondido en la pantalla de crédito.|3|
AchievementDesc08|소리 버튼을 누르면...|Press 'Sound Button’, then..|按下声音键…|サウンドボタンを押すと。。|Pulsa el botón de sonido, luego…|4|
AchievementDesc09|×6 점수 보너스 상태에서, 5 바퀴 돌기|Swims 5 laps while in x6 bonus mode|在分数奖励×6的状态下，绕5圈|スコア6倍ボーナス状態で5回まわり|Nada 5 vueltas mientras esta \nel modo de bonificación x6|22|\n
AchievementDesc10|최초 탈출|First Escape|首次逃出|最初脱出|Primera escapada|4|
AchievementDesc11|첫 6 바퀴 완주|Finish the first 6 laps|首次完成6圈|初6回まわり完走|Termina las 6 primeras vueltas|7|
AchievementDesc12|최고 100,000점 달성|Reaches best score: 100,000|达成最高分100,000分|最高100,000点達成|Alcanzó la mejor puntuación: 100,000|9|
AchievementDesc13|누적 1,000,000점 달성|Reaches total score: 1,000,000|达成累计1,000,000分|累積1,000,000点達成|Alcanzó la mejor puntuación: 1,000,000|8|
AchievementDesc14|누적 5,000,000점 달성|Reaches total score: 5,000,000|达成累计5,000,000分|累積5,000,000点達成|Alcanzó la mejor puntuación: 5,000,000|8|
AchievementDesc15|누적 10,000,000점 달성|Reaches total scroe: 10,000,000|达成累计10,000,000分|累積10,000,000点達成|Alcanzó la mejor puntuación: 10,000,000|8|
AchievementDesc16|빨강 타이몬에게 붙잡힘 7회|Get caught by Red Timon: 7 times|被红色泰门抓住7次|レッドタイモンに捕まれる 7回|Atrapado por Timon rojo: 7 veces|0|
AchievementDesc17|노랑 타이몬에게 붙잡힘 14회|Get caught by Yellow Timon: 14 times|被黄色泰门抓住14次|イエロータイモンに捕まれる 14回|Atrapado por Timon amarillo: 14 veces|1|
AchievementDesc18|파랑 타이몬에게 붙잡힘 21회|Get caught by Blue Timon: 21 times|被蓝色泰门抓住21次|ブルータイモンに捕まれる 21回|Atrapado por Timon azul: 21 veces|-1|
AchievementDesc19|첫 바퀴에서 죽음 10회|Dead at first lap: 10 times|第一圈死亡10次|一回りで死ぬ 10回|Muerto en la primera vuelta: 10 veces|10|
AchievementDesc20|캡슐을 안 먹어서 죽음 100회|Dead by not taking a capsule: 100 times|没有吃胶囊死亡100次|カプセル食わず死ぬ 100回|Muerto por no tomar una cápsula: 100 veces|3|
AchievementDesc21|점프하면서 죽음 100회|Dead while jumping: 100 times|跳跃时死亡100次|ジャップしながら死ぬ 100回|Muerto mientras salta: 100 veces|3|
AchievementDesc22|누적 1,000번 죽음|Dead 1,000 times in total|累计1,000次死亡|累積1,000回死ぬ|Muerto 1,000 veces en total|2|
AchievementDesc23|신기록 5번 작성|Accomplishes new record: 5 times|达成5次新纪录|新記録5回達成|Obtiene nuevo record: 5 veces|-3|
AchievementDesc24|게임 5번 실행|Launches this game: 5 times|进行5次游戏|ゲーム5回実行|Inicia este juego: 5 veces|-1|
AchievementDesc25|업적 5개 달성|Accomplishes: 5 Achievements|达成5个业绩|業績五つ達成|Logros: 5 Logros|-12|
AchievementDesc26|업적 15개 달성|Accomplishes: 15 Achievements|达成15个业绩|業績15個達成|Logros: 15 Logros|-12|
AchievementDesc27|업적 26개 달성|Accomplishes: 26 Achievements|达成26个业绩|業績26個達成|Logros: 26 Logros|-12|
AchievementDesc28|999 코인 획득|Acquires: 999 Coins|获得999金币|999コインゲット|Adquiere: 999 MONEDAS |3|
AchievementDesc29|프리쉬 코스튬 10개 획득|Acquires: 10 Freesh Costumes|获得10个鱼皮肤|フリッシュコスチューム 10個ゲット|Adquiere: 10 disfraces Freesh|1|
AchievementDesc30|프리쉬 코스튬 30개 획득|Acquires: 30 Freesh Costumes|获得30个鱼皮肤|フリッシュコスチューム 30個ゲット|Adquiere: 30 disfraces Freesh|1|
AchievementDesc31|한 판에 캡슐 5개 획득|Acquires: 5 capsules at a time|一轮中获得5颗胶囊|一回でカプセル五つ獲得|Adquiere: 5 disfraces Freesh|-2|
TitleMessage|타이틀 화면으로 설정되었습니다.|Set as title page.|已设为主画面|タイトルに戻ります|Establecer como página \nde título.|17|\n
Random_Select|무작위|RANDOM|随机|ランダム|ALEATORIO|3|
basic_01|프리쉬|FREESH|鱼|フリッシュ|FREESH|0|
snapback_01|스냅백|SNAPBACK|棒球帽|イエローキャップ|GORRA|-3|
snapback_02|레드 스냅백|RED SNAPBACK|红色棒球帽|レッドキャップ|GORRA ROJA|-2|
snapback_03|데님 스냅백|DENIM SNAPBACK|牛仔棒球帽|デニムキャップ|GORRA MEZCLILLA|1|
snapback_04|아메리칸 스냅백|AMERICAN SNAPBACK|美式棒球帽|アメリカンキャップ|GORRA AMERICANO|-2|
snapback_05|화이트 스냅백|WHITE SNAPBACK|白色棒球帽|ホワイトキャップ|GORRA BLANCA|-2|
snapback_06|해골 스냅백|SWAG SNAPBACK|骷髅棒球帽|骸骨キャップ|GORRA DE MODA|0|
snapback_07|아리조나 스냅백|ACE SNAPBACK|亚利桑亚棒球帽|キャップA|GORRA AS|-4|
snapback_08|카모플라쥬 스냅백|CAMO SNAPBACK|迷彩棒球帽|カムフラキャップ|GORRA CAMO |-2|
snapback_09|스타 스냅백|STAR SNAPBACK|星星棒球帽|星キャップキャップ|GORRA ESTRELLA|1|
snapback_10|아티스트 스냅백|GREENICH SNAPBACK|艺术棒球帽|アーティストキャップ|GORRA GREENICH|-3|
job_01|제독|CAPTAIN|提督|キャプテン|CAPITÁN|0|
job_02|공사감독관|SAFETY HAT|工头|安全帽|SOMBRERO \nDE LA SEGURIDAD|16|\n
job_03|소방관|FIRE FIGHTER|消防官|消防士|BOMBERO|-5|
job_04|군인|ARMY|军人|軍帽|EJÉRCITO|4|
job_05|간호사|NURSE|护士|ナース|ENFERMERA|4|
job_06|근위병|ROYAL GUARD|近卫兵|近衛兵|GUARDIA REAL|1|
job_07|외과의|SURGEON|外科医生|ドクター|CIRUJANO|1|
job_08|동지|RUSSIAN HAT|雷锋帽|トラッパーハット|SOMBRERO RUSO|2|
job_09|박사|GRADUATION CAP|博士|博士|SOMBRERO \nDE GRADUACIÓN|10|\n
job_10|요리사|CHEF|厨师|シェフ|COCINERO|4|
retro_01|킹|CROWN|皇帝|クラウン|CORONA|1|
retro_02|카우보이|COWBOY|牛仔|カウボーイ|VAQUERO|1|
retro_03|마녀|WITCH|魔女|ウィッチ|BRUJA|0|
retro_04|신사|GENTLEMAN|绅士|ジェントルマン|SEÑOR|-4|
retro_05|바이킹|VIKING|海盗|バイキング|VIKINGO|1|
retro_06|해적|PIRATE|海贼|海賊|PIRATA|0|
retro_07|귀부인|MADEMOISELLE|贵妇|マダム|SEÑORITA|-4|
retro_08|조종사|PILOT|飞行员|パイロット|PILOTO|1|
retro_09|레슬러|WRESTLER|摔跤选手|レスラー|LUCHADOR|0|
retro_10|추장|NATIVE AMERICAN|酋长|インディアン|NATIVO AMERICANO|1|
history_01|임금님|KOREAN CROWN|官员|王様|CORONA KOREANA|2|
history_02|스파르탄|SPARTAN|斯巴达|スパルタン|ESPARTANO|2|
history_03|닌자|NINJA|忍者|忍者|NINJA|0|
history_04|좀도둑|BEANIE|小偷|ニット帽|BEANIE|0|
history_05|나무꾼|LUMBERJACK|伐木工|鉢巻|LEÑADOR|-3|
history_06|기사|KNIGHT|骑士|ナイト|CABALLERO|3|
history_07|베트남모자|NON LA|农民|ノンラー|NON LA|0|
history_08|선비|SEONBI|书生|士人|SEONBI|0|
history_09|탐정|DETECTIVE|侦探|探偵|DETECTIVE|0|
history_10|에어로빅강사|DANCER|体操教练|アフロ|BAILARIN|2|
etc_01|루돌프|RUDOLPH|鲁道夫|トナカイ|RODOLFO|0|
etc_02|돼지|PIG|小猪|ブタ|PUERCO|3|
etc_03|호랑이|TIGER|老虎|トラ|TIGRE|0|
etc_04|토끼|RABBIT|兔子|ウサギ|CONEJO|0|
etc_05|코뿔소|RHINO|犀牛|サイ|RINOCERONTE|6|
etc_06|수면모자|SLEEP CAP|睡眠帽|睡眠帽子|SOMBRERO \nDE OVEJA|10|\n
etc_07|프로펠러모자|PROPELLER HAT|螺旋桨帽|プロペラ|SOMBRERO \nDE  HÉLICE|8|\n
parody_01|풍선모자|MOUSE HAT|气球帽|ネズミミ|SOMBRERO \nDE RATÓN|10|\n
parody_02|밀짚모자|STRAW HAT|草帽|ストローハット|SOMBRERO \nDE PAJA|9|\n
parody_03|아네모네|CLOWNFISH|牡丹|クラウンフィッシュ|PEZ PAYASO|1|
parody_04|마법학도|MAGIC STUDENT|魔法学道|ウィザード|ESTUDIANTE \nDE MÁGIA|8|\n
parody_05|배트피쉬|BATFISH|蝙蝠侠鱼|バットフィッシュ|BÁLSAMO|0|
parody_06|로큰롤 킹|ROCK’N’ROLL KING|摇滚王|ロックもみあげ|REY ROCK´N´ROLL|-1|
parody_07|킬러|KILLER|杀手|キラー|ASESINO|1|
parody_08|코미디언|COMEDIAN|搞笑|コメディアン|COMEDIANTE|2|
parody_09|은하의 여인|GALACTIC LADY|银河恋人|銀河の女性|MUJERE GALÁCTICA|3|
parody_10|알버트|ALBERT|阿尔伯特|シュタイン|ALBERTO|1|
special_01|심해어|ABYSSAL FISH|深海鱼|深海魚|PEZ ABYSSAL|-1|
special_02|고스트|GHOST FISH|幽灵|ゴースト|PEZ FANTASMA|2|
special_03|투명어|HOLLOW FISH|透明鱼|透明|PEZ HUECO|-2|
Button_Select|선택|CHANGE|选择|選択|CAMBIO|0|
Skin_New|신규!|NEW!|新品！|ニュー!|¡NUEVO!|3|
Skin_TryAgain|다시 뽑아보세요!|DRAW AGAIN|再抽一次！|もう一回|DIBUJAR DE NUEVO|6|
PopupHidden|히든 코스튬이 오픈 되었습니다!|Hidden costume got revealed!|隐藏皮肤开启！|隠しコスチュームがオープンされたよ|¡Traje oculto revelado!|-5|
FreeGift|{0}시간 {00}분 후 \n무료선물 획득|{0}H {00}M \nAFTER FREE GIFT|{0}时{00}分后\n获得免费礼物|{0}時 {00}分後に\nプレゼントゲット|{0}H {00}M \n DESPUÉS DEL REGALO \nSIN COSTO|16|\n
ResultScore|Score|Score|分数|スコア|Puntuación|5|
ResultBest|Best|Best|最佳|ベスト|Mejor|1|
ResultGiftBtn|받기|RECEIVE|收取|ゲット|RECIBIR|0|
ResultNextGift|다음 무료선물|FREE GIFT IN|下一免费礼物|次のプレゼント|REGALO DENTRO|1|
ResultGiftTime|{0}시간 {00}분|{0}H {00}M|{0}时 {00}分|{0}時 {00}分|{0}H {00}M|0|
ResultDrawBtn|뽑기|DRAWING|抽取|ガチャポン|DIBUJO|-1|
ResultDraw|코스튬 뽑기|DRAWING|抽皮肤|ガチャポン|DIBUJO|-1|
ResultDrawCoin|{0} 코인 필요|{0} COINS TO GO|需要{0}金币|{0}コイン必要|{0}  MONEDAS PARA IR|5|
ResultVideo1|받기|RECEIVE|收取|無料ゲット|RECIBIR|0|
ResultVideo2|획득완료|RECEIVED|获得完毕|獲得完了|RECIBIDO|0|
ResultVideoReward|{0} 코인|{0} COINS|{0}金币|{0}コイン|{0}  MONEDAS|3|
ResultRemoveAD|광고 제거|REMOVE ADS|已去广告|広告除去|QUITAR ANUNCIOS|5|
ResultAD|광고제거 완료|ADS REMOVED|已去广告|広告除去完了|ANUNCIOS QUITADOS|6|
ResultReward|+{0}코인 획득|ACQUIRED {0}COINS|获得+{0}金币|{0}コイン獲得|{0} MONEDAS ADQUIRIDAS|5|
ResultPurchaseBtn|구매|PURCHASE|购买|購入|COMPRA|-2|
ResultShareBtn|공유|SHARE|分享|シェア|COMPARTIR|4|
ResultRateBtn|평가|RATE|评价|レビュー|CALIFICAR|5|
ResultLikeBtn|좋아요|LIKE|赞|いいよ|ME GUSTA|4|
ResultLikeNotice|타임피쉬 페이스북 페이지 ‘좋아요’하고 \n히든피쉬 받아가세요!|LIKE US AND GET \nHIDDEN FISH SKIN!|为时间鱼脸书点赞 \n获得限量鱼！|Facebookの ページで’いいよ’押して、\n隠しフィッシュをもらおう|ME GUSTA Y OBTÉN ¡PIEL DE PEZ OCULTA!|2|
ResultArtwork|보기|LOOK|查看|チェック|MIRA|0|
ResultTryBtn|체험하기|TRY|TRY|試す|INTENTA|4|
ResultTry|지금 구매하고 \n{0}코인 보너스 받기!|PURCHASE AND GET\nBONUS {0} COINS NOW!|现在购买获得\n{0}金币奖励！|今購入して{0}ボーナス\nコインゲットしよう！|¡COMPRA Y OBTÉN \nBONOS {0} MONEDAS AHORA!|4|
ResultTryLast|{0}코인을 받을 수 있는 \n마지막 찬스!|LAST CHANCE TO GET \nBONUS {0} COINS!|可获得{0}金币\n的最后机会！|{0}コインをもらえる\nラストチャンス！|¡ÚLTIMA OPORTUNIDAD DE OBTENER \nBONOS {0} MONEDAS!|14|
ResultGift2|무료선물|FREE GIFT|免费礼物|プレゼント|REGALO|-3|
ResultCoins|코인 획득|RECEIVE COINS|获得金币|ゲット|RECIBIR MONEDAS|2|
ResultRate|별점 평가|RATE US!|评分|レビュー|¡CALIFÍCANOS!|5|
ResultLike|타임피쉬 \n페이스북|TIMEFISH \nFACEBOOK|时间鱼\n脸书|タイムフィッシュ/FACEBOOK|TIMEFISH \nFACEBOOK|0|
OptionSound|사운드|SOUND|声音|サウンド|SONIDO|1|
OptionNoti|알림|REMINDERS|通知|お知らせ|RECORDATORIOS|4|
OptionRestore|구매복원|RESTORE\nPURCHASES|购买复原|購入復元|RSTAURAR COMPRAS|-2|
OptionTutorial|튜토리얼|TUTORIAL|新手教学|ゲーム説明|TUTORIAL|0|
OptionFacebook|페이스북|FACEBOOK|脸书|FACEBOOK|FACEBOOK|0|
OptionCredit|제작자|CREDIT|制作人|制作者|CRÉDITO|1|
CreditPD|제작총괄|EXECUTIVE PRODUCER|总制作|制作総括|EXECUTIVE PRODUCER|0|
CreditPG|프로그래밍|PROGRAMMING|程式|プログラミング|PROGRAMMING|0|
CreditAR|아트|ART|艺术|アート|ART|0|
CreditGD|기획|GAME DESIGN|企划|企画|GAME DESIGN|0|
CreditSD|사운드 디자인|SOUND DESIGN|声音设计|サウンドデザイン|SOUND DESIGN|0|
CreditMS|음악|MUSIC|音乐|音楽|MUSIC|0|
CreditBS|사업 지원|BUSINESS SUPPORT|事业支援|事業支援|BUSINESS SUPPORT|0|
CreditTT|고마운 분들|THANKS TO|特别感谢|ありがたい方たち|THANKS TO|0|
CreditN|그리고|AND|还有|そして|AND|0|
CreditU|당신!|YOU|你！|あなた！|YOU|0|
CreditPPL1|박재환|JAEHWAN BAK|JAEHWAN BAK|JAEHWAN BAK|JAEHWAN BAK|0|
CreditPPL2|송기동|KIDONG SONG|KIDONG SONG|KIDONG SONG|KIDONG SONG|0|
CreditPPL3|이인준|INJOON LEE|INJOON LEE|INJOON LEE|INJOON LEE|0|
CreditPPL4|이동욱|DONGWOOK LEE|DONGWOOK LEE|DONGWOOK LEE|DONGWOOK LEE|0|
CreditPPL5|서상지|SANGJI SEO|SANGJI SEO|SANGJI SEO|SANGJI SEO|0|
CreditPPL6|박민재|MINJAE BAK|MINJAE BAK|MINJAE BAK|MINJAE BAK|0|
CreditPPL7|모노랩|MONOLAB|MONOLAB|MONOLAB|MONOLAB|0|
CreditPPL8|강준호|JUNHO KANG|JUNHO KANG|JUNHO KANG|JUNHO KANG|0|
CreditPPL9|배민기|MINKI BAE|MINKI BAE|MINKI BAE|MINKI BAE|0|
CreditPPL10|고경석|KYOUNGSEOK KO|KYOUNGSEOK KO|KYOUNGSEOK KO|KYOUNGSEOK KO|0|
CreditNanali|NANALI STUDIOS|NANALI STUDIOS|NANALI STUDIOS|NANALI STUDIOS|NANALI STUDIOS|0|
CreditNanaliLab|NANALI LAB|NANALI LAB|NANALI LAB|NANALI LAB|NANALI LAB|0|
CreditCopyRight|(C)2016 Nanali All Rights Reserved|(C)2016 Nanali All Rights Reserved|(C)2016 Nanali All Rights Reserved|2016ⓒ Nanali All Rights Reserved|(C)2016 Nanali All Rights Reserved|0|
PushNoti1|선물 상자가 도착했습니다!|You received a gift box!|有新的宝箱礼物！|プレゼントが届いたよ|¡recibiste una caja de regalo!|6|
PushNoti2|선물 받아가세요!|A gift for you!|请收取礼物！|プレゼント受け取る|¡Un regalo para ti!|4|
PushNoti3|선물 싫으세요? ):-(|You don't like a free gift?|不喜欢礼物吗? ):-(|気に入らないの？|¿No te gusta un regalo?|-4|
PushNoti4|프리쉬의 자유를 위해 달려야 해요! 포기하지 마세요!|Swim for Freesh! Don't give up!|为了鱼儿的自由前进！不要放弃喔！|フリッシュの自由のために走らなきゃ！諦めないで！|¡Nada por Freesh! ¡No te rindas!|1|
PushNoti5|당신은 좀 꾸물댈 수 있겠죠. 하지만 시간은 게으름 피우는 일이 없다는 걸 명심해요.|You may delay, but time will not. -Benjamin Franklin|就算你偷懒时间还是会一样走|ぐずぐずしてもいいです。でも時は待ってくれないよ。|Tu puedes retrasarte, pero el tiempo no lo hará. -Benjamin Franklin|15|
PushNoti6|프리쉬는..더 이상 달릴 수 없는 건가요?|Is Freesh no longer to swim again? :(|鱼儿再也无法前进了吗？|フリッシュ。。もうはしれないの？|¿Freesh ya no nadará de nuevo? :(|-4|
PushNoti7|안녕.|Adios..|再见|さよなら|Adios.|-1|
Share1|내 최고기록은 {0}임. #타임피쉬|My best score is {0}. #Timefish|我的最高纪录是{0}.#时间鱼|私のベストスコアは {0}だよ。＃タイムフィッシュ|Mi mejor puntuación es {0}. #Timefish|6|
Share2|내 프리쉬야! #타임피쉬|Hey, this is my Freesh! #Timefish|我的鱼儿！#时间鱼|私のフリッシュだよ。＃タイムフィッシュ|¡Hey este es mi Freesh! #Timefish|0|
PurchaseUI1|취소됨|Cancelled|已取消|キャンセル|Cancelado|0|
PurchaseUI2|프리쉬 스킨 구매가 \n취소되었습니다.|Purchasing Freesh costume got cancelled.|已取消购买鱼皮肤|購買がキャンセルされたよ|Compra de traje de Freesh fue cancelada.|0|
PurchaseUI3|확인|OK|确认|確認|OK|0|
RestoreUI1|구매내역 복원 완료|Restored|购买内容复原完毕|購買内訳復元完了|Restaurado|2|
RestoreUI2|구매한 내역이 \n모두 복원되었습니다.|Your purchases have been restored.|购买的内容已全部复原|購買した内訳が全て復元できたよ|Tus compras han sido restauradas.|-1|
RestoreUI3|확인|OK|确认|確認|OK|0|
Share3|멋진 포스터를 얻고싶어? #타임피쉬|Check this cool wallpaper obtained from #timefish|想要获得帅气海报吗？ #时间鱼|素敵なポスターを貰いたい？ #タイムフィッシュ|Comprueba este papel tapiz fresco obtenido de #timefish|6|
PurchaseUI4|구매한 내역이 없습니다.|Please purchase the item first.|无购买内容|ご購入履歴がございません|¡Por favor compra \nel artículo primero!|9|\n
PurchaseUI5|설정에서 ‘앱내결제’를 \n허용해주세요.|You don't allow to make purchases. |请在设定中勾选“应用内支付”选项|選定でIn-App Purchaseの許可して下さい|No tienes permitido hacer compras.|-1|
PurchaseUI6|구매 요청이 취소되었습니다.|Payment request is canceled.|购买申请已取消|購入要請がキャンセルされました|Se cancela la solicitud de pago.|4|
